title,authors,abstract,arxiv_id,link,date_published,date_updated,primary_category,categories,max_author_hindex
Decomposing and Editing Predictions by Modeling Model Computation,"['Harshay Shah', 'Andrew Ilyas', 'Aleksander Madry']","How does the internal computation of a machine learning model transform inputs into predictions? In this paper, we introduce a task called component modeling that aims to address this question. The goal of component modeling is to decompose an ML model's prediction in terms of its components -- simple functions (e.g., convolution filters, attention heads) that are the ""building blocks"" of model computation. We focus on a special case of this task, component attribution, where the goal is to estimate the counterfactual impact of individual components on a given prediction. We then present COAR, a scalable algorithm for estimating component attributions; we demonstrate its effectiveness across models, datasets, and modalities. Finally, we show that component attributions estimated with COAR directly enable model editing across five tasks, namely: fixing model errors, ``forgetting'' specific classes, boosting subpopulation robustness, localizing backdoor attacks, and improving robustness to typographic attacks. We provide code for COAR at https://github.com/MadryLab/modelcomponents .",2404.11534,http://arxiv.org/abs/2404.11534v1,2024-04-17 16:28:08+00:00,2024-04-17 16:28:08+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']",0
FedPFT: Federated Proxy Fine-Tuning of Foundation Models,"['Zhaopeng Peng', 'Xiaoliang Fan', 'Yufan Chen', 'Zheng Wang', 'Shirui Pan', 'Chenglu Wen', 'Ruisheng Zhang', 'Cheng Wang']","Adapting Foundation Models (FMs) for downstream tasks through Federated Learning (FL) emerges a promising strategy for protecting data privacy and valuable FMs. Existing methods fine-tune FM by allocating sub-FM to clients in FL, however, leading to suboptimal performance due to insufficient tuning and inevitable error accumulations of gradients. In this paper, we propose Federated Proxy Fine-Tuning (FedPFT), a novel method enhancing FMs adaptation in downstream tasks through FL by two key modules. First, the sub-FM construction module employs a layer-wise compression approach, facilitating comprehensive FM fine-tuning across all layers by emphasizing those crucial neurons. Second, the sub-FM alignment module conducts a two-step distillations-layer-level and neuron-level-before and during FL fine-tuning respectively, to reduce error of gradient by accurately aligning sub-FM with FM under theoretical guarantees. Experimental results on seven commonly used datasets (i.e., four text and three vision) demonstrate the superiority of FedPFT.",2404.11536,http://arxiv.org/abs/2404.11536v1,2024-04-17 16:30:06+00:00,2024-04-17 16:30:06+00:00,cs.LG,"['cs.LG', 'cs.AI']",0
Quantifying Multilingual Performance of Large Language Models Across Languages,"['Zihao Li', 'Yucheng Shi', 'Zirui Liu', 'Fan Yang', 'Ninghao Liu', 'Mengnan Du']","The training process of Large Language Models (LLMs) requires extensive text corpus. However, these data are often unevenly distributed in different languages. As a result, LLMs perform well on common languages, such as English, German, and French, but perform poorly on low-resource languages. However, currently there is no work to quantitatively measure the performance of LLMs in low-resource languages. To fill this gap, we proposed the Language Ranker that aims to benchmark and rank different languages according to the performance of LLMs on those languages. We employ the LLM's performance on the English corpus as a baseline to compare the performances of different languages and English. We have the following three findings: 1. The performance rankings of different LLMs in all languages are roughly the same. 2. LLMs with different sizes have the same partial order of performance. 3. There is a strong correlation between LlaMa2's performance in different languages and the proportion of the pre-training corpus. These findings illustrate that the Language Ranker can be used as an indicator to measure the language performance of LLMs.",2404.11553,http://arxiv.org/abs/2404.11553v1,2024-04-17 16:53:16+00:00,2024-04-17 16:53:16+00:00,cs.CL,"['cs.CL', 'cs.AI', 'cs.LG']",0
MoA: Mixture-of-Attention for Subject-Context Disentanglement in Personalized Image Generation,"['Kuan-Chieh', 'Wang', 'Daniil Ostashev', 'Yuwei Fang', 'Sergey Tulyakov', 'Kfir Aberman']","We introduce a new architecture for personalization of text-to-image diffusion models, coined Mixture-of-Attention (MoA). Inspired by the Mixture-of-Experts mechanism utilized in large language models (LLMs), MoA distributes the generation workload between two attention pathways: a personalized branch and a non-personalized prior branch. MoA is designed to retain the original model's prior by fixing its attention layers in the prior branch, while minimally intervening in the generation process with the personalized branch that learns to embed subjects in the layout and context generated by the prior branch. A novel routing mechanism manages the distribution of pixels in each layer across these branches to optimize the blend of personalized and generic content creation. Once trained, MoA facilitates the creation of high-quality, personalized images featuring multiple subjects with compositions and interactions as diverse as those generated by the original model. Crucially, MoA enhances the distinction between the model's pre-existing capability and the newly augmented personalized intervention, thereby offering a more disentangled subject-context control that was previously unattainable. Project page: https://snap-research.github.io/mixture-of-attention",2404.11565,http://arxiv.org/abs/2404.11565v1,2024-04-17 17:08:05+00:00,2024-04-17 17:08:05+00:00,cs.CV,"['cs.CV', 'cs.AI', 'cs.GR']",0
Towards Reliable Empirical Machine Unlearning Evaluation: A Game-Theoretic View,"['Yiwen Tu', 'Pingbang Hu', 'Jiaqi Ma']","Machine unlearning is the process of updating machine learning models to remove the information of specific training data samples, in order to comply with data protection regulations that allow individuals to request the removal of their personal data. Despite the recent development of numerous unlearning algorithms, reliable evaluation of these algorithms remains an open research question. In this work, we focus on membership inference attack (MIA) based evaluation, one of the most common approaches for evaluating unlearning algorithms, and address various pitfalls of existing evaluation metrics that lack reliability. Specifically, we propose a game-theoretic framework that formalizes the evaluation process as a game between unlearning algorithms and MIA adversaries, measuring the data removal efficacy of unlearning algorithms by the capability of the MIA adversaries. Through careful design of the game, we demonstrate that the natural evaluation metric induced from the game enjoys provable guarantees that the existing evaluation metrics fail to satisfy. Furthermore, we propose a practical and efficient algorithm to estimate the evaluation metric induced from the game, and demonstrate its effectiveness through both theoretical analysis and empirical experiments. This work presents a novel and reliable approach to empirically evaluating unlearning algorithms, paving the way for the development of more effective unlearning techniques.",2404.11577,http://arxiv.org/abs/2404.11577v1,2024-04-17 17:20:27+00:00,2024-04-17 17:20:27+00:00,cs.LG,"['cs.LG', 'cs.AI']",0
Deep Policy Optimization with Temporal Logic Constraints,"['Ameesh Shah', 'Cameron Voloshin', 'Chenxi Yang', 'Abhinav Verma', 'Swarat Chaudhuri', 'Sanjit A. Seshia']","Temporal logics, such as linear temporal logic (LTL), offer a precise means of specifying tasks for (deep) reinforcement learning (RL) agents. In our work, we consider the setting where the task is specified by an LTL objective and there is an additional scalar reward that we need to optimize. Previous works focus either on learning a LTL task-satisfying policy alone or are restricted to finite state spaces. We make two contributions: First, we introduce an RL-friendly approach to this setting by formulating this problem as a single optimization objective. Our formulation guarantees that an optimal policy will be reward-maximal from the set of policies that maximize the likelihood of satisfying the LTL specification. Second, we address a sparsity issue that often arises for LTL-guided Deep RL policies by introducing Cycle Experience Replay (CyclER), a technique that automatically guides RL agents towards the satisfaction of an LTL specification. Our experiments demonstrate the efficacy of CyclER in finding performant deep RL policies in both continuous and discrete experimental domains.",2404.11578,http://arxiv.org/abs/2404.11578v1,2024-04-17 17:24:44+00:00,2024-04-17 17:24:44+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.FL']",34
Learning to Solve the Constrained Most Probable Explanation Task in Probabilistic Graphical Models,"['Shivvrat Arya', 'Tahrima Rahman', 'Vibhav Gogate']","We propose a self-supervised learning approach for solving the following constrained optimization task in log-linear models or Markov networks. Let $f$ and $g$ be two log-linear models defined over the sets $\mathbf{X}$ and $\mathbf{Y}$ of random variables respectively. Given an assignment $\mathbf{x}$ to all variables in $\mathbf{X}$ (evidence) and a real number $q$, the constrained most-probable explanation (CMPE) task seeks to find an assignment $\mathbf{y}$ to all variables in $\mathbf{Y}$ such that $f(\mathbf{x}, \mathbf{y})$ is maximized and $g(\mathbf{x}, \mathbf{y})\leq q$. In our proposed self-supervised approach, given assignments $\mathbf{x}$ to $\mathbf{X}$ (data), we train a deep neural network that learns to output near-optimal solutions to the CMPE problem without requiring access to any pre-computed solutions. The key idea in our approach is to use first principles and approximate inference methods for CMPE to derive novel loss functions that seek to push infeasible solutions towards feasible ones and feasible solutions towards optimal ones. We analyze the properties of our proposed method and experimentally demonstrate its efficacy on several benchmark problems.",2404.11606,http://arxiv.org/abs/2404.11606v1,2024-04-17 17:55:17+00:00,2024-04-17 17:55:17+00:00,cs.LG,"['cs.LG', 'cs.AI']",0
Deep Dependency Networks and Advanced Inference Schemes for Multi-Label Classification,"['Shivvrat Arya', 'Yu Xiang', 'Vibhav Gogate']","We present a unified framework called deep dependency networks (DDNs) that combines dependency networks and deep learning architectures for multi-label classification, with a particular emphasis on image and video data. The primary advantage of dependency networks is their ease of training, in contrast to other probabilistic graphical models like Markov networks. In particular, when combined with deep learning architectures, they provide an intuitive, easy-to-use loss function for multi-label classification. A drawback of DDNs compared to Markov networks is their lack of advanced inference schemes, necessitating the use of Gibbs sampling. To address this challenge, we propose novel inference schemes based on local search and integer linear programming for computing the most likely assignment to the labels given observations. We evaluate our novel methods on three video datasets (Charades, TACoS, Wetlab) and three image datasets (MS-COCO, PASCAL VOC, NUS-WIDE), comparing their performance with (a) basic neural architectures and (b) neural architectures combined with Markov networks equipped with advanced inference and learning techniques. Our results demonstrate the superiority of our new DDN methods over the two competing approaches.",2404.11667,http://arxiv.org/abs/2404.11667v1,2024-04-17 18:04:37+00:00,2024-04-17 18:04:37+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV', 'stat.ML']",0
Missed Connections: Lateral Thinking Puzzles for Large Language Models,"['Graham Todd', 'Tim Merino', 'Sam Earle', 'Julian Togelius']","The Connections puzzle published each day by the New York Times tasks players with dividing a bank of sixteen words into four groups of four words that each relate to a common theme. Solving the puzzle requires both common linguistic knowledge (i.e. definitions and typical usage) as well as, in many cases, lateral or abstract thinking. This is because the four categories ascend in complexity, with the most challenging category often requiring thinking about words in uncommon ways or as parts of larger phrases. We investigate the capacity for automated AI systems to play Connections and explore the game's potential as an automated benchmark for abstract reasoning and a way to measure the semantic information encoded by data-driven linguistic systems. In particular, we study both a sentence-embedding baseline and modern large language models (LLMs). We report their accuracy on the task, measure the impacts of chain-of-thought prompting, and discuss their failure modes. Overall, we find that the Connections task is challenging yet feasible, and a strong test-bed for future work.",2404.1173,http://arxiv.org/abs/2404.11730v1,2024-04-17 20:31:05+00:00,2024-04-17 20:31:05+00:00,cs.CL,"['cs.CL', 'cs.AI']",1
Improved Generalization Bounds for Communication Efficient Federated Learning,"['Peyman Gholami', 'Hulya Seferoglu']","This paper focuses on reducing the communication cost of federated learning by exploring generalization bounds and representation learning. We first characterize a tighter generalization bound for one-round federated learning based on local clients' generalizations and heterogeneity of data distribution (non-iid scenario). We also characterize a generalization bound in R-round federated learning and its relation to the number of local updates (local stochastic gradient descents (SGDs)). Then, based on our generalization bound analysis and our representation learning interpretation of this analysis, we show for the first time that less frequent aggregations, hence more local updates, for the representation extractor (usually corresponds to initial layers) leads to the creation of more generalizable models, particularly for non-iid scenarios. We design a novel Federated Learning with Adaptive Local Steps (FedALS) algorithm based on our generalization bound and representation learning analysis. FedALS employs varying aggregation frequencies for different parts of the model, so reduces the communication cost. The paper is followed with experimental results showing the effectiveness of FedALS.",2404.11754,http://arxiv.org/abs/2404.11754v1,2024-04-17 21:17:48+00:00,2024-04-17 21:17:48+00:00,cs.LG,"['cs.LG', 'cs.AI']",0
Prompt-Driven Feature Diffusion for Open-World Semi-Supervised Learning,"['Marzi Heidari', 'Hanping Zhang', 'Yuhong Guo']","In this paper, we present a novel approach termed Prompt-Driven Feature Diffusion (PDFD) within a semi-supervised learning framework for Open World Semi-Supervised Learning (OW-SSL). At its core, PDFD deploys an efficient feature-level diffusion model with the guidance of class-specific prompts to support discriminative feature representation learning and feature generation, tackling the challenge of the non-availability of labeled data for unseen classes in OW-SSL. In particular, PDFD utilizes class prototypes as prompts in the diffusion model, leveraging their class-discriminative and semantic generalization ability to condition and guide the diffusion process across all the seen and unseen classes. Furthermore, PDFD incorporates a class-conditional adversarial loss for diffusion model training, ensuring that the features generated via the diffusion process can be discriminatively aligned with the class-conditional features of the real data. Additionally, the class prototypes of the unseen classes are computed using only unlabeled instances with confident predictions within a semi-supervised learning framework. We conduct extensive experiments to evaluate the proposed PDFD. The empirical results show PDFD exhibits remarkable performance enhancements over many state-of-the-art existing methods.",2404.11795,http://arxiv.org/abs/2404.11795v1,2024-04-17 23:10:11+00:00,2024-04-17 23:10:11+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV']",0
Developing Situational Awareness for Joint Action with Autonomous Vehicles,"['Robert Kaufman', 'David Kirsh', 'Nadir Weibel']","Unanswered questions about how human-AV interaction designers can support rider's informational needs hinders Autonomous Vehicles (AV) adoption. To achieve joint human-AV action goals - such as safe transportation, trust, or learning from an AV - sufficient situational awareness must be held by the human, AV, and human-AV system collectively. We present a systems-level framework that integrates cognitive theories of joint action and situational awareness as a means to tailor communications that meet the criteria necessary for goal success. This framework is based on four components of the shared situation: AV traits, action goals, subject-specific traits and states, and the situated driving context. AV communications should be tailored to these factors and be sensitive when they change. This framework can be useful for understanding individual, shared, and distributed human-AV situational awareness and designing for future AV communications that meet the informational needs and goals of diverse groups and in diverse driving contexts.",2404.118,http://arxiv.org/abs/2404.11800v1,2024-04-17 23:41:48+00:00,2024-04-17 23:41:48+00:00,cs.HC,"['cs.HC', 'cs.AI', 'cs.RO']",0
Physics-informed active learning for accelerating quantum chemical simulations,"['Yi-Fan Hou', 'Lina Zhang', 'Quanhao Zhang', 'Fuchun Ge', 'Pavlo O. Dral']","Quantum chemical simulations can be greatly accelerated by constructing machine learning potentials, which is often done using active learning (AL). The usefulness of the constructed potentials is often limited by the high effort required and their insufficient robustness in the simulations. Here we introduce the end-to-end AL for constructing robust data-efficient potentials with affordable investment of time and resources and minimum human interference. Our AL protocol is based on the physics-informed sampling of training points, automatic selection of initial data, and uncertainty quantification. The versatility of this protocol is shown in our implementation of quasi-classical molecular dynamics for simulating vibrational spectra, conformer search of a key biochemical molecule, and time-resolved mechanism of the Diels-Alder reaction. These investigations took us days instead of weeks of pure quantum chemical calculations on a high-performance computing cluster.",2404.11811,http://arxiv.org/abs/2404.11811v1,2024-04-18 00:17:01+00:00,2024-04-18 00:17:01+00:00,physics.chem-ph,"['physics.chem-ph', 'cs.AI', 'cs.LG']",0
Using a Local Surrogate Model to Interpret Temporal Shifts in Global Annual Data,"['Shou Nakano', 'Yang Liu']","This paper focuses on explaining changes over time in globally-sourced, annual temporal data, with the specific objective of identifying pivotal factors that contribute to these temporal shifts. Leveraging such analytical frameworks can yield transformative impacts, including the informed refinement of public policy and the identification of key drivers affecting a country's economic evolution. We employ Local Interpretable Model-agnostic Explanations (LIME) to shed light on national happiness indices, economic freedom, and population metrics, spanning variable time frames. Acknowledging the presence of missing values, we employ three imputation approaches to generate robust multivariate time-series datasets apt for LIME's input requirements. Our methodology's efficacy is substantiated through a series of empirical evaluations involving multiple datasets. These evaluations include comparative analyses against random feature selection, correlation with real-world events as elucidated by LIME, and validation through Individual Conditional Expectation (ICE) plots, a state-of-the-art technique proficient in feature importance detection.",2404.11874,http://arxiv.org/abs/2404.11874v1,2024-04-18 03:17:45+00:00,2024-04-18 03:17:45+00:00,cs.LG,"['cs.LG', 'cs.AI']",0
SKIP: Skill-Localized Prompt Tuning for Inference Speed Boost-Up,"['Nakyeong Yang', 'Junseok Kim', 'Jiwon Moon', 'Yunah Jang', 'Kyomin Jung']","Prompt-tuning methods have shown comparable performance as parameter-efficient fine-tuning (PEFT) methods in various natural language understanding tasks. However, existing prompt tuning methods still utilize the entire model architecture; thus, they fail to accelerate inference speed in the application. In this paper, we propose a novel approach called SKIll-localized Prompt tuning (SKIP), which is extremely efficient in inference time. Our method significantly enhances inference efficiency by investigating and utilizing a skill-localized subnetwork in a language model. Surprisingly, our method improves the inference speed up to 160% while pruning 52% of the parameters. Furthermore, we demonstrate that our method is applicable across various transformer-based architectures, thereby confirming its practicality and scalability.",2404.11916,http://arxiv.org/abs/2404.11916v1,2024-04-18 05:43:50+00:00,2024-04-18 05:43:50+00:00,cs.CL,"['cs.CL', 'cs.AI']",41
Expected Coordinate Improvement for High-Dimensional Bayesian Optimization,['Dawei Zhan'],"Bayesian optimization (BO) algorithm is very popular for solving low-dimensional expensive optimization problems. Extending Bayesian optimization to high dimension is a meaningful but challenging task. One of the major challenges is that it is difficult to find good infill solutions as the acquisition functions are also high-dimensional. In this work, we propose the expected coordinate improvement (ECI) criterion for high-dimensional Bayesian optimization. The proposed ECI criterion measures the potential improvement we can get by moving the current best solution along one coordinate. The proposed approach selects the coordinate with the highest ECI value to refine in each iteration and covers all the coordinates gradually by iterating over the coordinates. The greatest advantage of the proposed ECI-BO (expected coordinate improvement based Bayesian optimization) algorithm over the standard BO algorithm is that the infill selection problem of the proposed algorithm is always a one-dimensional problem thus can be easily solved. Numerical experiments show that the proposed algorithm can achieve significantly better results than the standard BO algorithm and competitive results when compared with five state-of-the-art high-dimensional BOs. This work provides a simple but efficient approach for high-dimensional Bayesian optimization.",2404.11917,http://arxiv.org/abs/2404.11917v1,2024-04-18 05:48:15+00:00,2024-04-18 05:48:15+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']",0
EdgeFusion: On-Device Text-to-Image Generation,"['Thibault Castells', 'Hyoung-Kyu Song', 'Tairen Piao', 'Shinkook Choi', 'Bo-Kyeong Kim', 'Hanyoung Yim', 'Changgwun Lee', 'Jae Gon Kim', 'Tae-Ho Kim']","The intensive computational burden of Stable Diffusion (SD) for text-to-image generation poses a significant hurdle for its practical application. To tackle this challenge, recent research focuses on methods to reduce sampling steps, such as Latent Consistency Model (LCM), and on employing architectural optimizations, including pruning and knowledge distillation. Diverging from existing approaches, we uniquely start with a compact SD variant, BK-SDM. We observe that directly applying LCM to BK-SDM with commonly used crawled datasets yields unsatisfactory results. It leads us to develop two strategies: (1) leveraging high-quality image-text pairs from leading generative models and (2) designing an advanced distillation process tailored for LCM. Through our thorough exploration of quantization, profiling, and on-device deployment, we achieve rapid generation of photo-realistic, text-aligned images in just two steps, with latency under one second on resource-limited edge devices.",2404.11925,http://arxiv.org/abs/2404.11925v1,2024-04-18 06:02:54+00:00,2024-04-18 06:02:54+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV']",0
CrossIn: An Efficient Instruction Tuning Approach for Cross-Lingual Knowledge Alignment,"['Geyu Lin', 'Bin Wang', 'Zhengyuan Liu', 'Nancy F. Chen']","Multilingual proficiency presents a significant challenge for large language models (LLMs). English-centric models are usually suboptimal in other languages, particularly those that are linguistically distant from English. This performance discrepancy mainly stems from the imbalanced distribution of training data across languages during pre-training and instruction tuning stages. To address this problem, we propose a novel approach called CrossIn, which utilizes a mixed composition of cross-lingual instruction tuning data. Our method leverages the compressed representation shared by various languages to efficiently enhance the model's task-solving capabilities and multilingual proficiency within a single process. In addition, we introduce a multi-task and multi-faceted benchmark to evaluate the effectiveness of CrossIn. Experimental results demonstrate that our method substantially improves performance across tasks and languages, and we provide extensive insights into the impact of cross-lingual data volume and the integration of translation data on enhancing multilingual consistency and accuracy.",2404.11932,http://arxiv.org/abs/2404.11932v1,2024-04-18 06:20:50+00:00,2024-04-18 06:20:50+00:00,cs.CL,"['cs.CL', 'cs.AI']",0
ParaFusion: A Large-Scale LLM-Driven English Paraphrase Dataset Infused with High-Quality Lexical and Syntactic Diversity,"['Lasal Jayawardena', 'Prasan Yapa']","Paraphrase generation is a pivotal task in natural language processing (NLP). Existing datasets in the domain lack syntactic and lexical diversity, resulting in paraphrases that closely resemble the source sentences. Moreover, these datasets often contain hate speech and noise, and may unintentionally include non-English language sentences. This research introduces ParaFusion, a large-scale, high-quality English paraphrase dataset developed using Large Language Models (LLM) to address these challenges. ParaFusion augments existing datasets with high-quality data, significantly enhancing both lexical and syntactic diversity while maintaining close semantic similarity. It also mitigates the presence of hate speech and reduces noise, ensuring a cleaner and more focused English dataset. Results show that ParaFusion offers at least a 25% improvement in both syntactic and lexical diversity, measured across several metrics for each data source. The paper also aims to set a gold standard for paraphrase evaluation as it contains one of the most comprehensive evaluation strategies to date. The results underscore the potential of ParaFusion as a valuable resource for improving NLP applications.",2404.1201,http://arxiv.org/abs/2404.12010v1,2024-04-18 09:02:45+00:00,2024-04-18 09:02:45+00:00,cs.CL,"['cs.CL', 'cs.AI', 'cs.LG']",0
Can We Catch the Elephant? The Evolvement of Hallucination Evaluation on Natural Language Generation: A Survey,"['Siya Qi', 'Yulan He', 'Zheng Yuan']","Hallucination in Natural Language Generation (NLG) is like the elephant in the room, obvious but often overlooked until recent achievements significantly improved the fluency and grammatical accuracy of generated text. For Large Language Models (LLMs), hallucinations can happen in various downstream tasks and casual conversations, which need accurate assessment to enhance reliability and safety. However, current studies on hallucination evaluation vary greatly, and people still find it difficult to sort out and select the most appropriate evaluation methods. Moreover, as NLP research gradually shifts to the domain of LLMs, it brings new challenges to this direction. This paper provides a comprehensive survey on the evolvement of hallucination evaluation methods, aiming to address three key aspects: 1) Diverse definitions and granularity of facts; 2) The categories of automatic evaluators and their applicability; 3) Unresolved issues and future directions.",2404.12041,http://arxiv.org/abs/2404.12041v1,2024-04-18 09:52:18+00:00,2024-04-18 09:52:18+00:00,cs.CL,"['cs.CL', 'cs.AI']",0
"Deconstructing Human-AI Collaboration: Agency, Interaction, and Adaptation","['Steffen Holter', 'Mennatallah El-Assady']","As full AI-based automation remains out of reach in most real-world applications, the focus has instead shifted to leveraging the strengths of both human and AI agents, creating effective collaborative systems. The rapid advances in this area have yielded increasingly more complex systems and frameworks, while the nuance of their characterization has gotten more vague. Similarly, the existing conceptual models no longer capture the elaborate processes of these systems nor describe the entire scope of their collaboration paradigms. In this paper, we propose a new unified set of dimensions through which to analyze and describe human-AI systems. Our conceptual model is centered around three high-level aspects - agency, interaction, and adaptation - and is developed through a multi-step process. Firstly, an initial design space is proposed by surveying the literature and consolidating existing definitions and conceptual frameworks. Secondly, this model is iteratively refined and validated by conducting semi-structured interviews with nine researchers in this field. Lastly, to illustrate the applicability of our design space, we utilize it to provide a structured description of selected human-AI systems.",2404.12056,http://arxiv.org/abs/2404.12056v1,2024-04-18 10:12:18+00:00,2024-04-18 10:12:18+00:00,cs.HC,"['cs.HC', 'cs.AI']",0
"RAGAR, Your Falsehood RADAR: RAG-Augmented Reasoning for Political Fact-Checking using Multimodal Large Language Models","['M. Abdul Khaliq', 'P. Chang', 'M. Ma', 'B. Pflugfelder', 'F. Miletić']","The escalating challenge of misinformation, particularly in the context of political discourse, necessitates advanced solutions for fact-checking. We introduce innovative approaches to enhance the reliability and efficiency of multimodal fact-checking through the integration of Large Language Models (LLMs) with Retrieval-augmented Generation (RAG)- based advanced reasoning techniques. This work proposes two novel methodologies, Chain of RAG (CoRAG) and Tree of RAG (ToRAG). The approaches are designed to handle multimodal claims by reasoning the next questions that need to be answered based on previous evidence. Our approaches improve the accuracy of veracity predictions and the generation of explanations over the traditional fact-checking approach of sub-question generation with chain of thought veracity prediction. By employing multimodal LLMs adept at analyzing both text and images, this research advances the capability of automated systems in identifying and countering misinformation.",2404.12065,http://arxiv.org/abs/2404.12065v1,2024-04-18 10:25:42+00:00,2024-04-18 10:25:42+00:00,cs.CL,"['cs.CL', 'cs.AI', 'cs.CY', 'cs.ET', 'cs.MA']",0
TIMIT Speaker Profiling: A Comparison of Multi-task learning and Single-task learning Approaches,"['Rong Wang', 'Kun Sun']","This study employs deep learning techniques to explore four speaker profiling tasks on the TIMIT dataset, namely gender classification, accent classification, age estimation, and speaker identification, highlighting the potential and challenges of multi-task learning versus single-task models. The motivation for this research is twofold: firstly, to empirically assess the advantages and drawbacks of multi-task learning over single-task models in the context of speaker profiling; secondly, to emphasize the undiminished significance of skillful feature engineering for speaker recognition tasks. The findings reveal challenges in accent classification, and multi-task learning is found advantageous for tasks of similar complexity. Non-sequential features are favored for speaker recognition, but sequential ones can serve as starting points for complex models. The study underscores the necessity of meticulous experimentation and parameter tuning for deep learning models.",2404.12077,http://arxiv.org/abs/2404.12077v1,2024-04-18 10:59:54+00:00,2024-04-18 10:59:54+00:00,cs.SD,"['cs.SD', 'cs.AI', 'cs.CL', 'cs.LG', 'eess.AS']",0
"Fortify the Guardian, Not the Treasure: Resilient Adversarial Detectors","['Raz Lapid', 'Almog Dubin', 'Moshe Sipper']","This paper presents RADAR-Robust Adversarial Detection via Adversarial Retraining-an approach designed to enhance the robustness of adversarial detectors against adaptive attacks, while maintaining classifier performance. An adaptive attack is one where the attacker is aware of the defenses and adapts their strategy accordingly. Our proposed method leverages adversarial training to reinforce the ability to detect attacks, without compromising clean accuracy. During the training phase, we integrate into the dataset adversarial examples, which were optimized to fool both the classifier and the adversarial detector, enabling the adversarial detector to learn and adapt to potential attack scenarios. Experimental evaluations on the CIFAR-10 and SVHN datasets demonstrate that our proposed algorithm significantly improves a detector's ability to accurately identify adaptive adversarial attacks -- without sacrificing clean accuracy.",2404.1212,http://arxiv.org/abs/2404.12120v1,2024-04-18 12:13:09+00:00,2024-04-18 12:13:09+00:00,cs.CV,"['cs.CV', 'cs.AI']",38
Real-World Efficient Blind Motion Deblurring via Blur Pixel Discretization,"['Insoo Kim', 'Jae Seok Choi', 'Geonseok Seo', 'Kinam Kwon', 'Jinwoo Shin', 'Hyong-Euk Lee']","As recent advances in mobile camera technology have enabled the capability to capture high-resolution images, such as 4K images, the demand for an efficient deblurring model handling large motion has increased. In this paper, we discover that the image residual errors, i.e., blur-sharp pixel differences, can be grouped into some categories according to their motion blur type and how complex their neighboring pixels are. Inspired by this, we decompose the deblurring (regression) task into blur pixel discretization (pixel-level blur classification) and discrete-to-continuous conversion (regression with blur class map) tasks. Specifically, we generate the discretized image residual errors by identifying the blur pixels and then transform them to a continuous form, which is computationally more efficient than naively solving the original regression problem with continuous values. Here, we found that the discretization result, i.e., blur segmentation map, remarkably exhibits visual similarity with the image residual errors. As a result, our efficient model shows comparable performance to state-of-the-art methods in realistic benchmarks, while our method is up to 10 times computationally more efficient.",2404.12168,http://arxiv.org/abs/2404.12168v1,2024-04-18 13:22:56+00:00,2024-04-18 13:22:56+00:00,cs.CV,"['cs.CV', 'cs.AI']",4
Food Portion Estimation via 3D Object Scaling,"['Gautham Vinod', 'Jiangpeng He', 'Zeman Shao', 'Fengqing Zhu']","Image-based methods to analyze food images have alleviated the user burden and biases associated with traditional methods. However, accurate portion estimation remains a major challenge due to the loss of 3D information in the 2D representation of foods captured by smartphone cameras or wearable devices. In this paper, we propose a new framework to estimate both food volume and energy from 2D images by leveraging the power of 3D food models and physical reference in the eating scene. Our method estimates the pose of the camera and the food object in the input image and recreates the eating occasion by rendering an image of a 3D model of the food with the estimated poses. We also introduce a new dataset, SimpleFood45, which contains 2D images of 45 food items and associated annotations including food volume, weight, and energy. Our method achieves an average error of 31.10 kCal (17.67%) on this dataset, outperforming existing portion estimation methods.",2404.12257,http://arxiv.org/abs/2404.12257v1,2024-04-18 15:23:37+00:00,2024-04-18 15:23:37+00:00,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG', 'cs.MM', 'eess.IV']",0
Augmenting emotion features in irony detection with Large language modeling,"['Yucheng Lin', 'Yuhan Xia', 'Yunfei Long']","This study introduces a novel method for irony detection, applying Large Language Models (LLMs) with prompt-based learning to facilitate emotion-centric text augmentation. Traditional irony detection techniques typically fall short due to their reliance on static linguistic features and predefined knowledge bases, often overlooking the nuanced emotional dimensions integral to irony. In contrast, our methodology augments the detection process by integrating subtle emotional cues, augmented through LLMs, into three benchmark pre-trained NLP models - BERT, T5, and GPT-2 - which are widely recognized as foundational in irony detection. We assessed our method using the SemEval-2018 Task 3 dataset and observed substantial enhancements in irony detection capabilities.",2404.12291,http://arxiv.org/abs/2404.12291v1,2024-04-18 16:11:17+00:00,2024-04-18 16:11:17+00:00,cs.CL,"['cs.CL', 'cs.AI']",0
